Date,KBP1424D,KBP1425D,KBP1437D,KBP1438D,KBP1440D,KBP1456D,KBP1457D,KBP1481D,KBP1482D,KBP1484D
2018-07-09,,,56000,0.0,56285.0,1205.0,0.0,-920,0,0.0
2018-07-10,,,56000,0.0,55880.0,0.0,-588.0,-858,0,1326.0
2018-07-11,,,56000,1200.0,58301.0,902.0,0.0,-1738,0,1937.0
2018-07-12,,,56000,760.0,56820.0,0.0,-274.0,-1603,0,1937.0
2018-07-13,,,56000,790.0,56853.0,30.0,0.0,-1868,0,1901.0
2018-07-14,,,56000,0.0,57181.0,0.0,-2253.0,0,391,3043.0
2018-07-16,,,56000,0.0,53705.0,0.0,-782.0,-1511,0,-2.0
2018-07-17,,,56000,0.0,54931.0,1537.0,0.0,-1561,0,-1045.0
2018-07-18,,,56000,0.0,55060.0,0.0,-184.0,-1494,0,738.0
2018-07-19,,,56000,0.0,55304.0,0.0,-1118.0,-686,0,1108.0
2018-07-20,,,56000,1000.0,55643.0,1318.0,0.0,-1357,0,-1318.0
2018-07-21,,,56000,0.0,55664.0,0.0,-1359.0,0,22,1001.0
2018-07-23,,,56000,0.0,54540.0,503.0,0.0,-1954,0,-9.0
2018-07-24,,,56000,0.0,55121.0,911.0,0.0,-2311,0,521.0
2018-07-25,,,56000,0.0,54524.0,0.0,-982.0,-1977,0,1483.0
2018-07-26,,,56000,1100.0,57116.0,1798.0,0.0,-2201,0,419.0
2018-07-27,,,56000,1500.0,57449.0,0.0,-476.0,-1982,0,2407.0
2018-07-28,,,56000,0.0,57523.0,0.0,-1420.0,-566,0,3509.0
2018-07-30,,,56000,0.0,56053.0,1689.0,0.0,-2276,0,640.0
2018-07-31,,,56000,0.0,55229.0,2667.0,0.0,-5873,0,2435.0
2018-08-01,,,56000,0.0,54910.0,0.0,-2360.0,-4074,0,5344.0
2018-08-02,,,56000,1800.0,57838.0,0.0,-17.0,-3079,0,3134.0
2018-08-03,,,56000,700.0,56869.0,0.0,-4.0,-3108,0,3281.0
2018-08-04,,,56000,0.0,57049.0,0.0,-1136.0,-1974,0,4159.0
2018-08-06,,,56000,0.0,55950.0,0.0,-516.0,-2147,0,2613.0
2018-08-07,,,56000,0.0,56397.0,186.0,0.0,-2026,0,2237.0
2018-08-08,,,56000,650.0,56683.0,0.0,-936.0,-1626,0,2595.0
2018-08-09,,,0,0.0,0.0,0.0,0.0,0,0,0.0
2018-08-10,,,56000,0.0,55485.0,0.0,-1108.0,-1343,0,1936.0
2018-08-11,,,56000,0.0,55551.0,0.0,-704.0,-648,0,903.0
2018-08-13,,,56000,0.0,53871.0,0.0,-975.0,-1397,0,243.0
2018-08-14,,,56000,0.0,55927.0,2381.0,0.0,-1630,0,-824.0
2018-08-15,,,56000,0.0,56064.0,573.0,0.0,-2289,0,1780.0
2018-08-16,,,56000,0.0,56393.0,0.0,-706.0,-1646,0,2745.0
2018-08-17,,,56000,0.0,56479.0,0.0,-645.0,-1322,0,2446.0
2018-08-18,,,56000,0.0,56928.0,0.0,-2251.0,0,928,2251.0
2018-08-20,,,56000,0.0,56071.0,1719.0,0.0,-1648,0,0.0
2018-08-21,,,56000,0.0,55965.0,0.0,-3428.0,-46,0,3439.0
2018-08-22,,,56000,0.0,55698.0,0.0,-356.0,-846,0,900.0
2018-08-23,,,56000,0.0,54873.0,1354.0,0.0,-2113,0,-368.0
2018-08-24,,,56000,0.0,55109.0,119.0,0.0,-2031,0,1021.0
2018-08-25,,,56000,0.0,54885.0,0.0,-1184.0,-1115,0,1184.0
2018-08-27,,,56000,800.0,56654.0,2377.0,0.0,-2523,0,0.0
2018-08-28,,,56000,0.0,55650.0,0.0,-767.0,-2058,0,2475.0
2018-08-29,,,56000,990.0,56961.0,1244.0,0.0,-3055,0,1782.0
2018-08-30,,,56000,1600.0,57189.0,0.0,-1888.0,-1687,0,3164.0
2018-08-31,,,56000,600.0,56338.0,2516.0,0.0,-4115,0,1337.0
2018-09-01,,,56000,0.0,56338.0,0.0,-4046.0,-71,0,4455.0
2018-09-03,,,56000,0.0,55265.0,961.0,0.0,-2714,0,1018.0
2018-09-04,,,56000,0.0,55393.0,998.0,0.0,-2623,0,1018.0
2018-09-05,,,56000,0.0,55285.0,0.0,-223.0,-2633,0,2141.0
2018-09-06,,,56000,0.0,55326.0,0.0,-12.0,-2708,0,2046.0
2018-09-07,,,56000,0.0,55474.0,0.0,-579.0,-2126,0,2179.0
2018-09-08,,,56000,0.0,55614.0,0.0,-1723.0,-386,0,1723.0
2018-09-10,,,56000,0.0,54845.0,1111.0,0.0,-2266,0,0.0
2018-09-11,,,56000,0.0,56278.0,1224.0,0.0,-2168,0,1222.0
2018-09-12,,,56000,700.0,56713.0,0.0,-398.0,-2307,0,2718.0
2018-09-13,,,56000,910.0,56788.0,0.0,-534.0,-2198,0,2610.0
2018-09-14,,,56000,720.0,51610.0,104.0,0.0,-2487,0,-2727.0
2018-09-15,,,56000,0.0,51610.0,0.0,-2890.0,0,409,-1909.0
2018-09-17,,,56000,0.0,55170.0,1098.0,0.0,-1928,0,0.0
2018-09-18,,,56000,0.0,56432.0,29.0,0.0,-1061,0,1464.0
2018-09-19,,,56000,0.0,55774.0,153.0,0.0,-2619,0,2240.0
2018-09-20,,,56000,3100.0,59789.0,0.0,-4786.0,0,689,4786.0
2018-09-21,,,56000,0.0,56220.0,3301.0,0.0,-3081,0,0.0
2018-09-22,,,56000,0.0,56341.0,0.0,-3423.0,0,341,3423.0
2018-09-24,,,0,0.0,0.0,0.0,0.0,0,0,0.0
2018-09-25,,,56000,0.0,55210.0,2264.0,0.0,-3054,0,0.0
2018-09-26,,,56000,0.0,56299.0,771.0,0.0,-2834,0,2362.0
2018-09-27,,,56000,1630.0,56664.0,0.0,-1826.0,-2415,0,3275.0
2018-09-28,,,56000,0.0,55433.0,835.0,0.0,-3046,0,1644.0
2018-09-29,,,56000,0.0,55433.0,0.0,-2471.0,-568,0,2472.0
2018-10-01,,,56000,0.0,57470.0,5193.0,0.0,-3723,0,0.0
2018-10-02,,,56000,0.0,57954.0,0.0,-816.0,-2728,0,5498.0
2018-10-03,,,56000,0.0,55300.0,0.0,-2294.0,-3381,0,4975.0
2018-10-04,,,56000,0.0,55582.0,0.0,-83.0,-2226,0,1891.0
2018-10-05,,,56000,0.0,55161.0,0.0,-1675.0,-2137,0,2973.0
2018-10-06,,,56000,0.0,55263.0,0.0,-1398.0,-737,0,1398.0
2018-10-08,,,56000,0.0,55758.0,1857.0,0.0,-2099,0,0.0
2018-10-09,,,56000,0.0,55001.0,0.0,-658.0,-2379,0,2038.0
2018-10-10,,,56000,0.0,52971.0,0.0,-1287.0,-1876,0,134.0
2018-10-11,,,56000,1450.0,57476.0,241.0,0.0,-491,0,276.0
2018-10-12,,,56000,0.0,55998.0,1600.0,0.0,-2193,0,591.0
2018-10-13,,,56000,0.0,56367.0,0.0,-961.0,-1228,0,2556.0
2018-10-15,,,56000,0.0,54229.0,0.0,-1827.0,-2337,0,2393.0
2018-10-16,,,56000,0.0,55521.0,1062.0,0.0,-2296,0,755.0
2018-10-17,,,56000,900.0,55521.0,0.0,-2748.0,-78,0,1447.0
2018-10-18,,,56000,0.0,55897.0,0.0,0.0,-103,0,0.0
2018-10-19,,,56000,0.0,54668.0,754.0,0.0,-2086,0,0.0
2018-10-20,,,56000,0.0,54421.0,0.0,-324.0,-2057,0,802.0
2018-10-22,,,56000,0.0,56387.0,1128.0,0.0,-1224,0,483.0
2018-10-23,,,56000,0.0,55296.0,0.0,-1397.0,-2141,0,2834.0
2018-10-24,,,56000,0.0,56207.0,234.0,0.0,-1515,0,1488.0
2018-10-25,,,56000,195.0,57853.0,2040.0,0.0,-2168,0,1786.0
2018-10-26,,,56000,0.0,56171.0,0.0,-1171.0,-2631,0,3973.0
2018-10-27,,,56000,0.0,56292.0,0.0,-2914.0,0,292,2914.0
2018-10-29,,,56000,637.0,57425.0,2700.0,0.0,-1912,0,0.0
2018-10-30,,,56000,0.0,56082.0,0.0,-475.0,-2266,0,2823.0
2018-10-31,,,56000,0.0,54369.0,0.0,-909.0,-3181,0,2459.0
2018-11-01,,,56000,0.0,55908.0,1069.0,0.0,-2790,0,1629.0
2018-11-02,,,56000,800.0,56753.0,292.0,0.0,-3179,0,2840.0
2018-11-03,,,56000,0.0,56929.0,0.0,-3306.0,0,129,4106.0
2018-11-05,,,56000,0.0,56415.0,2392.0,0.0,-1977,0,0.0
2018-11-06,,,56000,0.0,55821.0,0.0,-330.0,-2400,0,2551.0
2018-11-07,,,56000,0.0,55444.0,136.0,0.0,-3072,0,2380.0
2018-11-08,,,56000,0.0,55784.0,1336.0,0.0,-4261,0,2709.0
2018-11-09,,,56000,0.0,56181.0,0.0,-2602.0,-1600,0,4383.0
2018-11-10,,,56000,0.0,56348.0,0.0,-1342.0,-252,0,1942.0
2018-11-12,,,56000,0.0,54715.0,0.0,-247.0,-1771,0,733.0
2018-11-13,,,56000,0.0,55290.0,641.0,0.0,-1897,0,546.0
2018-11-14,,,56000,0.0,56258.0,1136.0,0.0,-2235,0,1357.0
2018-11-15,,,56000,0.0,56132.0,0.0,-526.0,-2250,0,2908.0
2018-11-16,,,56000,1763.0,57917.0,0.0,-643.0,-2061,0,2858.0
2018-11-17,,,56000,0.0,58500.0,0.0,-2768.0,0,737,4531.0
2018-11-19,,,56000,0.0,55785.0,2395.0,0.0,-2610,0,0.0
2018-11-20,,,56000,0.0,55475.0,0.0,-4789.0,-525,0,4789.0
2018-11-21,,,56000,0.0,56893.0,3340.0,0.0,-2447,0,0.0
2018-11-22,,,56000,0.0,56252.0,0.0,-1345.0,-1847,0,3444.0
2018-11-23,,,56000,0.0,55915.0,215.0,0.0,-2467,0,2167.0
2018-11-24,,,56000,0.0,56001.0,0.0,-2467.0,0,7,2461.0
2018-11-26,,,56000,0.0,54546.0,756.0,0.0,-2210,0,0.0
2018-11-27,,,56000,0.0,55504.0,1785.0,0.0,-3067,0,786.0
2018-11-28,,,56000,720.0,57015.0,1196.0,0.0,-3571,0,2670.0
2018-11-29,,,56000,155.0,56592.0,372.0,0.0,-3956,0,4021.0
2018-11-30,,,56000,0.0,55595.0,0.0,-2528.0,-2453,0,4576.0
2018-12-01,,,56000,0.0,57203.0,0.0,-3301.0,0,852,3652.0
2018-12-03,,,56000,0.0,56067.0,3727.0,0.0,-4044,0,384.0
2018-12-04,,,56000,0.0,56036.0,219.0,0.0,-4499,0,4316.0
2018-12-05,,,56000,0.0,56749.0,0.0,-363.0,-3662,0,4774.0
2018-12-06,,,56000,0.0,56955.0,0.0,-1469.0,-2231,0,4655.0
2018-12-07,,,56000,0.0,56663.0,0.0,-395.0,-2315,0,3373.0
2018-12-08,,,56000,0.0,56844.0,0.0,-3368.0,0,1048,3164.0
2018-12-10,,,56000,0.0,54952.0,825.0,0.0,-1640,0,-233.0
2018-12-11,,,56000,0.0,55542.0,706.0,0.0,-1802,0,638.0
2018-12-12,,,56000,0.0,56400.0,1021.0,0.0,-2076,0,1455.0
2018-12-13,,,56000,0.0,58223.0,2664.0,0.0,-3143,0,2702.0
2018-12-14,,,56000,1200.0,57170.0,0.0,-2991.0,-2942,0,5903.0
2018-12-15,,,56000,0.0,56638.0,0.0,-3235.0,0,638,3235.0
2018-12-17,,,0,0.0,0.0,0.0,0.0,0,0,0.0
2018-12-18,,,56000,0.0,54023.0,529.0,0.0,-2506,0,0.0
2018-12-19,,,56000,0.0,53872.0,0.0,-635.0,-2128,0,635.0
2018-12-20,,,56000,0.0,54091.0,0.0,-20.0,-1889,0,0.0
2018-12-21,,,56000,5400.0,61287.0,1017.0,0.0,-1104,0,-26.0
2018-12-22,,,56000,0.0,60302.0,0.0,-1526.0,0,428,5400.0
2018-12-24,,,56000,0.0,57466.0,4103.0,0.0,-2637,0,0.0
2018-12-25,,,0,0.0,0.0,0.0,0.0,0,0,0.0
2018-12-26,,,0,0.0,0.0,0.0,0.0,0,0,0.0
2018-12-27,,,56000,1450.0,57760.0,0.0,-1626.0,-2641,0,4577.0
2018-12-28,,,56000,3025.0,58897.0,0.0,-3068.0,-128,0,3068.0
2018-12-29,,,56000,0.0,58897.0,0.0,0.0,-128,0,3025.0
2018-12-31,,,56000,0.0,57683.0,11704.0,0.0,-10021,0,0.0
2019-01-01,,,0,0.0,0.0,0.0,0.0,0,0,0.0
2019-01-02,,,56000,0.0,56185.0,0.0,-9164.0,-3525,0,12874.0
2019-01-03,,,56000,610.0,55841.0,0.0,-3755.0,-920,0,3906.0
2019-01-04,,,56000,1100.0,56737.0,2051.0,0.0,-2573,0,159.0
2019-01-05,,,56000,0.0,56866.0,0.0,-2340.0,-234,0,3440.0
2019-01-07,,,56000,0.0,53796.0,100.0,0.0,-2304,0,0.0
2019-01-08,,,56000,0.0,55729.0,2293.0,0.0,-2671,0,107.0
2019-01-09,,,56000,2000.0,57997.0,302.0,0.0,-2890,0,2585.0
2019-01-10,,,56000,2600.0,58572.0,0.0,-1352.0,-1956,0,3280.0
2019-01-11,,,56000,1100.0,57501.0,274.0,0.0,-1900,0,2027.0
2019-01-12,,,56000,0.0,57731.0,0.0,-2531.0,0,631,3631.0
2019-01-14,,,56000,0.0,52479.0,0.0,-1788.0,-1733,0,0.0
2019-01-15,,,56000,0.0,55903.0,2025.0,0.0,-79,0,-2043.0
2019-01-16,,,56000,0.0,57790.0,0.0,0.0,0,1811,-21.0
2019-01-17,,,56000,0.0,56114.0,1893.0,0.0,-1754,0,-25.0
2019-01-18,,,56000,0.0,55644.0,0.0,-1827.0,-864,0,2335.0
2019-01-19,,,56000,0.0,55134.0,0.0,-678.0,-188,0,0.0
2019-01-21,,,56000,0.0,56455.0,0.0,0.0,0,455,0.0
2019-01-22,,,56000,0.0,56494.0,2243.0,0.0,-1749,0,0.0
2019-01-23,,,56000,0.0,54974.0,0.0,-1392.0,-1954,0,2320.0
2019-01-24,,,56000,0.0,55479.0,463.0,0.0,-1946,0,962.0
2019-01-25,,,56000,0.0,54765.0,0.0,-526.0,-2196,0,1487.0
2019-01-26,,,56000,0.0,54795.0,0.0,-988.0,-1205,0,988.0
2019-01-28,,,56000,1600.0,57503.0,3865.0,0.0,-3962,0,0.0
2019-01-29,,,56000,1500.0,57515.0,0.0,-1170.0,-2848,0,4033.0
2019-01-30,,,56000,0.0,55950.0,0.0,-412.0,-2631,0,2993.0
2019-01-31,,,56000,15800.0,54450.0,2820.0,0.0,-5529,0,-14641.0
2019-02-01,,,56000,0.0,54717.0,0.0,-2949.0,-4133,0,5799.0
2019-02-02,,,56000,0.0,54758.0,0.0,-3000.0,-1242,0,3000.0
2019-02-04,,,56000,2600.0,58600.0,3798.0,0.0,-3798,0,0.0
2019-02-05,,,56000,0.0,55103.0,0.0,-4036.0,-897,0,4036.0
2019-02-06,,,56000,0.0,55745.0,608.0,0.0,-863,0,0.0
2019-02-07,,,56000,1500.0,57594.0,1427.0,0.0,-1985,0,652.0
2019-02-08,,,56000,0.0,55819.0,0.0,-502.0,-1918,0,2239.0
2019-02-09,,,56000,0.0,54090.0,0.0,-1882.0,-28,0,0.0
2019-02-11,,,56000,0.0,55163.0,1085.0,0.0,-1922,0,0.0
2019-02-12,,,56000,0.0,55477.0,1570.0,0.0,-3298,0,1205.0
2019-02-13,,,56000,0.0,56079.0,0.0,-1316.0,-1727,0,3122.0
2019-02-14,,,56000,0.0,56366.0,0.0,-890.0,-808,0,2064.0
2019-02-15,,,56000,0.0,57659.0,1027.0,0.0,-2245,0,2877.0
2019-02-16,,,56000,0.0,53758.0,0.0,-2877.0,0,635,0.0
2019-02-18,,,56000,1500.0,57485.0,1203.0,0.0,-1218,0,0.0
2019-02-19,,,56000,-2453.0,51725.0,0.0,-1805.0,-1821,0,1804.0
2019-02-20,,,56000,0.0,54020.0,1.0,0.0,-1980,0,-1.0
2019-02-21,,,56000,0.0,59908.0,4951.0,0.0,-1043,0,0.0
2019-02-22,,,56000,2900.0,59922.0,0.0,-2231.0,-1869,0,5122.0
2019-02-23,,,56000,0.0,60033.0,0.0,-3007.0,0,1146,5894.0
2019-02-25,,,56000,0.0,56057.0,2004.0,0.0,-1947,0,0.0
2019-02-26,,,56000,0.0,54657.0,0.0,-1517.0,-1914,0,2088.0
2019-02-27,,,56000,0.0,55667.0,1380.0,0.0,-2308,0,595.0
2019-02-28,,,56000,0.0,55756.0,2832.0,0.0,-5141,0,2065.0
2019-03-01,,,56000,0.0,55224.0,0.0,-3571.0,-2336,0,5131.0
2019-03-02,,,56000,0.0,53664.0,0.0,0.0,-2336,0,0.0
2019-03-04,,,56000,820.0,56831.0,378.0,0.0,-2186,0,1819.0
2019-03-05,,,56000,0.0,56168.0,182.0,0.0,-2341,0,2327.0
2019-03-06,,,56000,0.0,56374.0,0.0,-214.0,-2079,0,2667.0
2019-03-07,,,56000,1200.0,57320.0,0.0,-292.0,-2202,0,2614.0
2019-03-08,,,56000,850.0,57108.0,0.0,-2489.0,0,260,2487.0
2019-03-09,,,56000,0.0,56246.0,0.0,0.0,-604,0,850.0
2019-03-11,,,56000,0.0,54275.0,656.0,0.0,-2382,0,1.0
2019-03-12,,,56000,0.0,55772.0,934.0,0.0,-1882,0,720.0
2019-03-13,,,56000,0.0,55844.0,0.0,-307.0,-1687,0,1838.0
2019-03-14,,,56000,0.0,56379.0,0.0,-1723.0,0,379,1723.0
2019-03-15,,,56000,0.0,55719.0,1486.0,0.0,-1767,0,0.0
2019-03-16,,,56000,0.0,54240.0,0.0,-1733.0,-27,0,0.0
2019-03-18,,,56000,0.0,53506.0,0.0,-1021.0,-1473,0,0.0
2019-03-19,,,56000,0.0,54848.0,2104.0,0.0,-1895,0,-1361.0
2019-03-20,,,56000,0.0,54224.0,0.0,-1115.0,-2892,0,2231.0
2019-03-21,,,0,0.0,0.0,0.0,0.0,0,0,0.0
2019-03-22,,,56000,0.0,53507.0,0.0,-1109.0,-2081,0,697.0
2019-03-23,,,56000,0.0,53921.0,0.0,0.0,-2079,0,0.0
2019-03-25,,,56000,0.0,54697.0,1675.0,0.0,-1755,0,-1223.0
2019-03-26,,,56000,0.0,55498.0,1188.0,0.0,-1690,0,0.0
2019-03-27,,,56000,0.0,51522.0,0.0,-3815.0,-2380,0,1717.0
2019-03-28,,,56000,1283.0,58582.0,5368.0,0.0,-1891,0,-2178.0
2019-03-29,,,56000,0.0,50932.0,0.0,-7161.0,-1224,0,3317.0
2019-03-30,,,56000,0.0,54759.0,0.0,0.0,-1241,0,0.0
2019-04-01,,,56000,0.0,54917.0,6249.0,0.0,-2963,0,-4369.0
2019-04-02,,,56000,0.0,55735.0,1288.0,0.0,-3522,0,1969.0
2019-04-03,,,56000,0.0,56123.0,0.0,-1034.0,-2243,0,3400.0
2019-04-04,,,56000,0.0,56773.0,192.0,0.0,-1910,0,2491.0
2019-04-05,,,56000,0.0,57142.0,0.0,-348.0,-1342,0,2832.0
2019-04-06,,,56000,0.0,57422.0,0.0,-2631.0,0,1422,2631.0
2019-04-08,,,56000,0.0,55077.0,845.0,0.0,-1768,0,0.0
2019-04-09,,,56000,0.0,56422.0,1711.0,0.0,-2194,0,905.0
2019-04-10,,,56000,4500.0,60597.0,0.0,-2059.0,-662,0,2818.0
2019-04-11,,,56000,0.0,55962.0,0.0,-386.0,-474,0,822.0
2019-04-12,,,56000,0.0,55434.0,466.0,0.0,-1507,0,475.0
2019-04-13,,,56000,0.0,54491.0,0.0,0.0,-1509,0,0.0
2019-04-15,,,56000,0.0,55510.0,99.0,0.0,-1882,0,1293.0
2019-04-16,,,56000,2500.0,58435.0,0.0,-1592.0,-65,0,1592.0
2019-04-17,,,56000,1300.0,57308.0,0.0,0.0,0,8,0.0
2019-04-18,,,56000,1500.0,57581.0,0.0,0.0,0,81,0.0
2019-04-19,,,0,0.0,0.0,0.0,0.0,0,0,0.0
2019-04-20,,,56000,0.0,57578.0,0.0,0.0,0,78,1500.0
2019-04-22,,,0,0.0,0.0,0.0,0.0,0,0,0.0
2019-04-23,,,56000,-1349.0,52527.0,0.0,-357.0,-1767,0,0.0
2019-04-24,,,56000,-753.0,53332.0,369.0,0.0,-1915,0,-369.0
2019-04-25,,,56000,0.0,55116.0,1855.0,0.0,-2739,0,0.0
2019-04-26,,,56000,0.0,55686.0,464.0,0.0,-2702,0,1924.0
2019-04-27,,,0,0.0,0.0,0.0,0.0,0,0,0.0
2019-04-29,,,56000,1600.0,57616.0,0.0,-3.0,-2667,0,2686.0
2019-04-30,,,56000,0.0,52031.0,0.0,-224.0,-6561,0,2816.0
2019-05-01,,,0,0.0,0.0,0.0,0.0,0,0,0.0
2019-05-02,,,56000,800.0,56798.0,897.0,0.0,-3738,0,2839.0
2019-05-03,,,56000,2100.0,58151.0,0.0,-1292.0,-2580,0,3923.0
2019-05-04,,,56000,0.0,55520.0,0.0,0.0,-2580,0,2100.0
2019-05-06,,,56000,1500.0,57492.0,1893.0,0.0,-1901,0,0.0
2019-05-07,,,56000,800.0,56727.0,0.0,-3256.0,-2116,0,5299.0
2019-05-08,,,0,0.0,0.0,0.0,0.0,0,0,0.0
2019-05-09,,,56000,2000.0,57854.0,0.0,-492.0,-1989,0,2335.0
2019-05-10,,,56000,0.0,55241.0,0.0,-1180.0,-1563,0,1984.0
2019-05-11,,,56000,0.0,54449.0,0.0,-872.0,-679,0,0.0
2019-05-13,,,56000,0.0,54647.0,692.0,0.0,-2045,0,0.0
2019-05-14,,,56000,0.0,54183.0,0.0,-769.0,-1817,0,769.0
2019-05-15,,,56000,0.0,55207.0,1311.0,0.0,-2104,0,0.0
2019-05-16,,,56000,0.0,56063.0,0.0,-1153.0,-283,0,1499.0
2019-05-17,,,56000,0.0,55260.0,0.0,-403.0,-740,0,403.0
2019-05-18,,,56000,0.0,55252.0,0.0,0.0,-748,0,0.0
2019-05-20,,,56000,0.0,53746.0,0.0,0.0,-2254,0,0.0
2019-05-21,,,56000,0.0,54439.0,0.0,0.0,-1561,0,0.0
2019-05-22,,,56000,600.0,56530.0,0.0,0.0,-70,0,0.0
2019-05-23,,,56000,0.0,56426.0,2789.0,0.0,-2363,0,0.0
2019-05-24,,,56000,0.0,55649.0,0.0,-814.0,-2413,0,2876.0
2019-05-25,,,56000,0.0,53592.0,0.0,-2133.0,-275,0,0.0
2019-05-27,,,56000,1600.0,57641.0,1781.0,0.0,-1740,0,0.0
2019-05-28,,,56000,0.0,55980.0,338.0,0.0,-2197,0,1839.0
2019-05-29,,,56000,0.0,56348.0,0.0,-242.0,-1679,0,2269.0
2019-05-30,,,56000,1100.0,57117.0,877.0,0.0,-2969,0,2109.0
2019-05-31,,,56000,0.0,54924.0,0.0,-2729.0,-1456,0,3109.0
2019-06-01,,,56000,0.0,54942.0,0.0,-218.0,-1236,0,396.0
2019-06-03,,,56000,0.0,53762.0,298.0,0.0,-2731,0,195.0
2019-06-04,,,56000,0.0,55972.0,1881.0,0.0,-2427,0,518.0
2019-06-05,,,56000,0.0,55708.0,0.0,-656.0,-2161,0,2525.0
2019-06-06,,,56000,1600.0,57647.0,0.0,-77.0,-1849,0,1973.0
2019-06-07,,,56000,1800.0,57797.0,198.0,0.0,-2208,0,2007.0
2019-06-08,,,56000,0.0,57927.0,0.0,-698.0,-1518,0,4143.0
2019-06-10,,,56000,1000.0,57046.0,275.0,0.0,-2110,0,1881.0
2019-06-11,,,56000,2100.0,58145.0,0.0,-161.0,-2116,0,2322.0
2019-06-12,,,56000,3900.0,59865.0,0.0,-397.0,-1979,0,2341.0
2019-06-13,,,56000,4000.0,60013.0,152.0,0.0,-2259,0,2120.0
2019-06-14,,,56000,600.0,56581.0,0.0,-260.0,-2259,0,2500.0
2019-06-15,,,56000,0.0,56878.0,0.0,-2488.0,0,278,3088.0
2019-06-17,,,0,0.0,0.0,0.0,0.0,0,0,0.0
2019-06-18,,,56000,0.0,54087.0,426.0,0.0,-2339,0,0.0
2019-06-19,,,56000,0.0,55202.0,813.0,0.0,-2122,0,511.0
2019-06-20,,,56000,0.0,56305.0,0.0,-1105.0,-244,0,1654.0
2019-06-21,,,56000,0.0,54195.0,0.0,-715.0,-1823,0,733.0
2019-06-22,,,56000,0.0,54177.0,0.0,-28.0,-1823,0,28.0
2019-06-24,,,56000,0.0,60726.0,2237.0,0.0,-2309,0,4798.0
2019-06-25,,,56000,0.0,56369.0,0.0,-549.0,-1412,0,2330.0
2019-06-26,,,56000,1900.0,57867.0,0.0,-364.0,-1529,0,1860.0
2019-06-27,,,56000,3400.0,59358.0,626.0,0.0,-2232,0,1564.0
2019-06-28,,,56000,663.0,57394.0,0.0,-1326.0,-237,0,2294.0
2019-06-29,,,56000,0.0,56780.0,0.0,-365.0,0,129,1016.0
2019-07-01,,,56000,1300.0,57108.0,1893.0,0.0,-2808,0,723.0
2019-07-02,,,56000,0.0,58179.0,1043.0,0.0,-1634,0,2770.0
2019-07-03,,,56000,1700.0,57667.0,0.0,-1114.0,-2970,0,4051.0
2019-07-04,,,56000,0.0,57378.0,469.0,0.0,-2224,0,3133.0
2019-07-05,,,56000,0.0,55777.0,0.0,-2231.0,-1851,0,3859.0
2019-07-06,,,56000,0.0,55905.0,0.0,-1126.0,-722,0,1753.0
2019-07-08,,,56000,0.0,55867.0,1082.0,0.0,-1956,0,741.0
2019-07-09,,,56000,0.0,55536.0,0.0,-873.0,-1597,0,2006.0
2019-07-10,,,56000,0.0,55411.0,0.0,-178.0,-1670,0,1259.0
2019-07-11,,,56000,750.0,56549.0,172.0,0.0,-1666,0,1293.0
2019-07-12,,,56000,0.0,56429.0,619.0,0.0,-1886,0,1696.0
2019-07-13,,,56000,0.0,56790.0,0.0,-3001.0,0,1115,2676.0
2019-07-15,,,56000,0.0,54771.0,1246.0,0.0,-1987,0,-488.0
2019-07-16,,,56000,0.0,55191.0,0.0,-135.0,-1685,0,1011.0
2019-07-17,,,56000,0.0,55346.0,0.0,-845.0,-1124,0,1315.0
2019-07-18,,,56000,1300.0,57305.0,0.0,-930.0,0,5,930.0
2019-07-19,,,56000,0.0,55404.0,1291.0,0.0,-1887,0,0.0
2019-07-20,,,56000,0.0,52774.0,0.0,-1331.0,-565,0,-1330.0
2019-07-22,,,56000,0.0,55186.0,613.0,0.0,-1427,0,0.0
2019-07-23,,,56000,0.0,55530.0,1059.0,0.0,-2151,0,622.0
2019-07-24,,,56000,0.0,55559.0,311.0,0.0,-2415,0,1663.0
2019-07-25,,,56000,0.0,54843.0,0.0,-1059.0,-2143,0,2045.0
2019-07-26,,,56000,0.0,55330.0,735.0,0.0,-2427,0,1022.0
2019-07-27,,,56000,0.0,55394.0,0.0,-1824.0,-606,0,1824.0
2019-07-29,,,56000,3500.0,59426.0,1972.0,0.0,-2046,0,0.0
2019-07-30,,,56000,-402.0,55419.0,0.0,-223.0,-2014,0,2058.0
2019-07-31,,,56000,0.0,54356.0,657.0,0.0,-4219,0,1918.0
2019-08-01,,,56000,0.0,55683.0,0.0,-755.0,-2260,0,2698.0
2019-08-02,,,56000,0.0,58134.0,3137.0,0.0,-3043,0,2040.0
2019-08-03,,,56000,0.0,58408.0,0.0,-5450.0,0,2408,5450.0
2019-08-05,,,56000,0.0,57470.0,3653.0,0.0,-2183,0,0.0
2019-08-06,,,56000,1250.0,60412.0,1247.0,0.0,-1966,0,3881.0
2019-08-07,,,56000,0.0,56787.0,0.0,-2304.0,-2379,0,5470.0
2019-08-08,,,56000,0.0,57055.0,996.0,0.0,-3334,0,3393.0
2019-08-09,,,0,0.0,0.0,0.0,0.0,0,0,0.0
2019-08-10,,,56000,0.0,57786.0,0.0,-3437.0,0,103,5120.0
2019-08-12,,,56000,0.0,54147.0,0.0,-547.0,-3326,0,2020.0
2019-08-13,,,56000,0.0,56254.0,2644.0,0.0,-4027,0,1637.0
